t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1743185065,102783,6.115531,3.814969,2.231031,0.315407,3.797758,4.003406,4.360167,4.512726,4.652634,5.560942,5119.732310,4991.710732,4949.805157,4941.998740,calls/second,milliseconds
1743185066,108014,5.799810,3.832880,2.807245,0.338270,3.805992,4.016385,4.413424,4.672403,4.901230,5.459357,5124.201421,4991.710732,4949.805157,4941.998740,calls/second,milliseconds
1743185067,113251,6.493745,3.822557,2.706815,0.370309,3.790552,4.024836,4.450956,4.718649,5.002417,5.913133,5128.851079,4991.710732,4949.805157,4941.998740,calls/second,milliseconds
1743185068,118347,5.890848,3.927320,2.555707,0.404390,3.876370,4.136839,4.705341,4.935515,5.092978,5.529843,5127.033172,4991.710732,4949.805157,4941.998740,calls/second,milliseconds
1743185069,123542,6.864148,3.849267,2.305060,0.315367,3.835902,4.040419,4.386870,4.527870,4.653303,5.151214,5129.559744,4991.710732,4949.805157,4941.998740,calls/second,milliseconds
1743185070,128501,8.271198,4.038306,2.623236,0.683722,3.874089,4.147727,5.355970,6.401760,7.178975,7.970649,5122.435195,5002.783722,4952.786821,4943.041403,calls/second,milliseconds
1743185071,133640,9.470067,3.890341,2.776911,0.497002,3.837089,4.052504,4.462202,4.777338,5.520133,8.877238,5122.828459,5002.783722,4952.786821,4943.041403,calls/second,milliseconds
1743185072,138913,7.947045,3.810496,2.077350,0.431865,3.762579,3.981220,4.400389,4.947989,5.837489,6.939622,5127.395858,5002.783722,4952.786821,4943.041403,calls/second,milliseconds
1743185073,144254,7.656186,3.759919,2.350329,0.351229,3.744298,3.948934,4.259327,4.429378,4.581236,7.313085,5134.073671,5002.783722,4952.786821,4943.041403,calls/second,milliseconds
1743185074,149647,5.386668,3.721901,2.398235,0.305829,3.708910,3.928263,4.225685,4.372095,4.474773,4.871462,5142.090635,5002.783722,4952.786821,4943.041403,calls/second,milliseconds
1743185075,154936,6.471011,3.795709,2.536963,0.329772,3.782598,3.974044,4.328148,4.604401,4.848069,5.837459,5146.094510,5024.021227,4958.003448,4944.843939,calls/second,milliseconds
1743185076,160151,5.985764,3.849192,2.736264,0.337489,3.836383,4.048805,4.446346,4.643342,4.765462,5.206471,5147.537760,5024.021227,4958.003448,4944.843939,calls/second,milliseconds
1743185077,165392,6.258769,3.817004,2.578428,0.302158,3.808000,4.012655,4.321219,4.476255,4.575772,4.928330,5150.220206,5024.021227,4958.003448,4944.843939,calls/second,milliseconds
1743185078,170887,7.295639,3.641651,2.061814,0.356727,3.620272,3.826859,4.193187,4.381495,4.595908,6.725139,5160.457793,5024.021227,4958.003448,4944.843939,calls/second,milliseconds
1743185079,176032,6.896908,3.894752,2.890758,0.562578,3.773216,4.029362,5.236639,5.663592,5.922203,6.455381,5159.523644,5024.021227,4958.003448,4944.843939,calls/second,milliseconds
1743185080,180818,9.951379,4.197412,2.847215,0.807034,3.947986,4.525735,5.698678,6.459482,7.083416,9.132842,5148.160377,5034.781552,4961.319018,4946.028181,calls/second,milliseconds
1743185081,186020,8.202562,3.847829,2.552087,0.442732,3.806292,4.032224,4.463604,4.800622,5.285412,7.900053,5149.364207,5034.781552,4961.319018,4946.028181,calls/second,milliseconds
1743185082,191230,8.586566,3.849287,2.032198,0.450116,3.813980,4.009707,4.385759,4.708236,5.590091,8.346036,5150.480113,5034.781552,4961.319018,4946.028181,calls/second,milliseconds
1743185083,196459,7.487599,3.837033,2.833792,0.419015,3.793740,4.012294,4.411710,4.822489,5.734025,6.899728,5151.966242,5034.781552,4961.319018,4946.028181,calls/second,milliseconds
1743185084,201778,6.144983,3.763072,2.675871,0.302596,3.746896,3.937945,4.235173,4.444933,4.591511,5.828456,5155.979435,5034.781552,4961.319018,4946.028181,calls/second,milliseconds
1743185085,207102,5.720631,3.758432,2.319448,0.308729,3.738496,3.946375,4.285736,4.447276,4.581992,5.102381,5159.986185,5051.077975,4965.902069,4947.649073,calls/second,milliseconds
1743185086,212334,5.812177,3.844202,2.619091,0.319999,3.825865,4.044821,4.394701,4.589423,4.703025,5.120301,5160.895591,5051.077975,4965.902069,4947.649073,calls/second,milliseconds
1743185087,217564,6.980626,3.825629,2.333247,0.344730,3.800027,4.024925,4.404878,4.624584,4.759000,6.003678,5162.347723,5051.077975,4965.902069,4947.649073,calls/second,milliseconds
1743185088,222841,12.712521,3.793651,1.051169,0.424977,3.773917,3.968229,4.282343,4.481654,4.744040,10.136097,5164.777883,5051.077975,4965.902069,4947.649073,calls/second,milliseconds
1743185089,228102,5.582736,3.801375,2.475760,0.304662,3.786035,3.997077,4.314965,4.475698,4.552878,5.235874,5166.786472,5051.077975,4965.902069,4947.649073,calls/second,milliseconds
1743185090,232933,10.242559,4.147707,2.879356,0.775442,3.945145,4.332921,5.657757,6.426194,7.473320,9.295606,5159.055230,5059.179237,4968.984609,4948.783424,calls/second,milliseconds
1743185091,238114,7.978338,3.870046,2.892441,0.434386,3.818741,4.040944,4.500056,4.889080,5.453644,7.605732,5159.097671,5059.179237,4968.984609,4948.783424,calls/second,milliseconds
1743185092,243174,8.371625,3.960183,2.433160,0.468145,3.904272,4.153986,4.659684,5.100575,5.412363,8.038650,5156.590555,5059.179237,4968.984609,4948.783424,calls/second,milliseconds
1743185093,248250,9.190415,3.942022,2.647680,0.582956,3.845056,4.092156,4.829818,5.758291,6.467567,8.606120,5154.799565,5059.179237,4968.984609,4948.783424,calls/second,milliseconds
1743185094,253544,6.899872,3.779544,2.672084,0.333094,3.751703,3.956289,4.332359,4.510931,4.686628,6.262903,5157.455271,5059.179237,4968.984609,4948.783424,calls/second,milliseconds
1743185095,258744,5.822907,3.863979,2.367417,0.367714,3.850517,4.068477,4.488507,4.765950,4.955165,5.643415,5157.685912,5066.952580,4972.082313,4949.933652,calls/second,milliseconds
1743185096,263787,7.315904,3.984857,2.574862,0.447817,3.937637,4.186221,4.702694,4.987955,5.634807,6.976347,5154.847064,5066.952580,4972.082313,4949.933652,calls/second,milliseconds
1743185097,268934,7.846316,3.904075,2.980300,0.384496,3.868100,4.084601,4.487967,4.823677,5.191370,7.476081,5154.185038,5066.952580,4972.082313,4949.933652,calls/second,milliseconds
1743185098,274041,16.163983,3.932478,1.874633,0.555447,3.896605,4.099529,4.457278,4.686912,4.938954,12.191014,5152.752074,5066.952580,4972.082313,4949.933652,calls/second,milliseconds
1743185099,279211,5.797209,3.882779,2.542620,0.329146,3.872849,4.083060,4.419477,4.604930,4.710959,5.336725,5152.635370,5066.952580,4972.082313,4949.933652,calls/second,milliseconds
1743185100,284034,10.792337,4.166740,2.749785,0.775673,3.973995,4.355271,5.621044,6.228829,7.316928,10.440893,5146.132865,5063.198459,4972.874323,4950.321830,calls/second,milliseconds
1743185101,289180,8.540959,3.895723,2.887969,0.452849,3.850768,4.068427,4.509839,4.997640,5.514626,8.134617,5145.816690,5063.198459,4972.874323,4950.321830,calls/second,milliseconds
1743185102,294371,8.288576,3.870877,2.857842,0.422878,3.829076,4.041286,4.432549,4.765076,5.727528,7.378352,5146.062038,5063.198459,4972.874323,4950.321830,calls/second,milliseconds
1743185103,299575,7.028096,3.846779,2.223102,0.376710,3.817313,4.025690,4.426970,4.695108,5.126135,6.551725,5146.927546,5063.198459,4972.874323,4950.321830,calls/second,milliseconds
1743185104,304809,5.350920,3.820215,2.942587,0.306687,3.807072,4.006262,4.330880,4.534993,4.685027,5.200812,5148.259933,5063.198459,4972.874323,4950.321830,calls/second,milliseconds
1743185105,310065,6.319495,3.816356,2.528659,0.340014,3.788941,3.999700,4.367186,4.629243,4.876461,5.966413,5149.706156,5073.193030,4976.433343,4951.639711,calls/second,milliseconds
1743185106,315214,9.173667,3.893724,2.962472,0.485722,3.838830,4.060668,4.501508,4.934421,5.661194,8.817046,5149.439698,5073.193030,4976.433343,4951.639711,calls/second,milliseconds
1743185107,320511,6.844933,3.788416,2.221271,0.338165,3.775897,3.989721,4.344935,4.542126,4.683968,5.403566,5151.399789,5073.193030,4976.433343,4951.639711,calls/second,milliseconds
1743185108,325861,10.850496,3.754214,1.646799,0.381250,3.743366,3.945582,4.265293,4.431304,4.548832,8.320738,5154.154519,5073.193030,4976.433343,4951.639711,calls/second,milliseconds
1743185109,331190,7.044841,3.768458,1.236458,0.382831,3.739235,3.948560,4.363603,4.663042,4.902677,6.773183,5156.452796,5073.193030,4976.433343,4951.639711,calls/second,milliseconds
1743185110,336145,10.050254,4.052109,2.297473,0.703178,3.884246,4.216493,5.236937,5.938325,7.210211,9.644047,5152.994513,5082.916187,4980.042626,4952.986856,calls/second,milliseconds
1743185111,341255,6.683699,3.932001,2.856821,0.360535,3.908314,4.114653,4.514403,4.722016,4.931066,6.364693,5151.931843,5082.916187,4980.042626,4952.986856,calls/second,milliseconds
1743185112,346380,8.720759,3.903222,2.592591,0.475274,3.850338,4.067504,4.544936,5.175007,5.809871,7.930460,5151.445187,5082.916187,4980.042626,4952.986856,calls/second,milliseconds
1743185113,351597,7.110774,3.845587,2.858866,0.371601,3.818161,4.023162,4.407345,4.666549,5.405664,6.250549,5152.095295,5082.916187,4980.042626,4952.986856,calls/second,milliseconds
1743185114,356762,6.188681,3.873192,2.750499,0.316891,3.859343,4.066851,4.414039,4.581056,4.689521,5.623623,5152.189267,5082.916187,4980.042626,4952.986856,calls/second,milliseconds
1743185115,361876,7.429067,3.917622,2.692357,0.429373,3.867442,4.102133,4.515784,4.865468,5.934452,7.014696,5151.416384,5087.816170,4982.755909,4954.046206,calls/second,milliseconds
1743185116,366961,6.682930,3.939988,2.906904,0.418335,3.893710,4.132047,4.608634,5.024529,5.670589,6.430279,5150.318923,5087.816170,4982.755909,4954.046206,calls/second,milliseconds
1743185117,372069,7.021756,3.924827,2.740589,0.355135,3.905747,4.122009,4.505040,4.724393,4.868505,5.965746,5149.445726,5087.816170,4982.755909,4954.046206,calls/second,milliseconds
1743185118,377136,6.746835,3.949700,2.949293,0.410553,3.918963,4.131527,4.545834,4.995801,5.709971,6.466927,5148.205377,5087.816170,4982.755909,4954.046206,calls/second,milliseconds
1743185119,382294,5.719594,3.881463,2.092061,0.339317,3.870638,4.084701,4.458191,4.644344,4.806231,5.420877,5148.218641,5087.816170,4982.755909,4954.046206,calls/second,milliseconds
1743185120,387107,11.584260,4.157930,2.959177,0.890550,3.904065,4.230750,6.016061,7.225467,7.790530,9.588471,5143.650267,5082.249968,4983.341748,4954.401628,calls/second,milliseconds
1743185121,392177,7.312438,3.946104,2.813657,0.398768,3.918142,4.140598,4.554566,4.786078,5.050605,7.209299,5142.581779,5082.249968,4983.341748,4954.401628,calls/second,milliseconds
1743185122,397441,9.786508,3.814087,2.882566,0.495337,3.758951,3.971109,4.383541,4.729732,5.814476,8.984770,5143.829139,5082.249968,4983.341748,4954.401628,calls/second,milliseconds
1743185123,402526,6.987865,3.940205,2.407292,0.438130,3.884469,4.098416,4.603713,5.330790,5.942837,6.535859,5142.883009,5082.249968,4983.341748,4954.401628,calls/second,milliseconds
1743185124,407544,7.246547,4.002161,2.441064,0.439928,3.964352,4.195422,4.630944,5.331386,5.821425,7.087802,5140.959839,5082.249968,4983.341748,4954.401628,calls/second,milliseconds
1743185125,412491,7.273949,4.063665,2.742925,0.435135,4.007620,4.251981,4.782674,5.156440,5.655860,7.027616,5138.156562,5081.894168,4984.903006,4955.085273,calls/second,milliseconds
1743185126,417413,8.193855,4.069978,2.750455,0.380674,4.038299,4.282593,4.714479,4.928184,5.077770,6.917673,5135.275211,5081.894168,4984.903006,4955.085273,calls/second,milliseconds
1743185127,422377,7.658224,4.046338,2.659452,0.418238,3.996623,4.238119,4.679145,5.026845,5.567272,7.055204,5132.911883,5081.894168,4984.903006,4955.085273,calls/second,milliseconds
1743185128,427451,7.721352,3.958976,2.745228,0.386114,3.938021,4.160475,4.531376,4.753729,4.941864,7.322056,5131.871970,5081.894168,4984.903006,4955.085273,calls/second,milliseconds
1743185129,432459,9.865366,4.000055,2.870178,0.458392,3.954650,4.174398,4.622114,4.960531,5.436920,8.314880,5130.264005,5081.894168,4984.903006,4955.085273,calls/second,milliseconds
1743185130,437164,11.653209,4.259177,2.740933,0.782176,4.068157,4.434734,5.770276,6.313910,7.016828,11.209185,5125.115430,5067.782474,4983.588937,4954.810009,calls/second,milliseconds
1743185131,442021,7.777079,4.135218,3.041924,0.503312,4.055380,4.330918,4.955027,5.515927,6.214032,7.437511,5121.689779,5067.782474,4983.588937,4954.810009,calls/second,milliseconds
1743185132,446970,10.618878,4.059476,2.898674,0.594998,3.982668,4.214535,4.717763,5.558238,6.881671,9.195452,5119.273385,5067.782474,4983.588937,4954.810009,calls/second,milliseconds
1743185133,451979,7.331418,4.005024,2.617464,0.431693,3.956434,4.184458,4.663419,5.128540,5.874504,6.996049,5117.869326,5067.782474,4983.588937,4954.810009,calls/second,milliseconds
1743185134,457035,5.932777,3.970835,2.890280,0.344686,3.952883,4.186763,4.576878,4.728835,4.838124,5.226378,5116.892446,5067.782474,4983.588937,4954.810009,calls/second,milliseconds
1743185135,461707,9.759283,4.298308,3.010677,0.632654,4.168916,4.518471,5.401065,5.940836,6.821989,8.930100,5111.703403,5054.127461,4982.157748,4954.489733,calls/second,milliseconds
1743185136,466223,17.468535,4.428968,2.620497,0.997902,4.268444,4.630636,5.638206,6.329857,7.151746,16.691476,5105.109568,5054.127461,4982.157748,4954.489733,calls/second,milliseconds
1743185137,470891,7.255471,4.284047,2.099763,0.476444,4.228756,4.504248,5.047245,5.579701,5.959570,7.093911,5100.326911,5054.127461,4982.157748,4954.489733,calls/second,milliseconds
1743185138,475782,5.545019,4.092492,3.107246,0.359594,4.064089,4.308147,4.735250,4.945459,5.081597,5.352830,5097.987312,5054.127461,4982.157748,4954.489733,calls/second,milliseconds
1743185139,480387,10.744361,4.343578,1.529323,0.741971,4.189362,4.496376,5.871192,6.580343,7.015409,9.878821,5092.691510,5054.127461,4982.157748,4954.489733,calls/second,milliseconds
1743185140,484483,11.228107,4.889113,3.179147,1.127537,4.532494,5.446438,7.074553,7.930309,8.690895,10.919106,5082.142122,5015.162909,4975.292488,4952.341873,calls/second,milliseconds
1743185141,489183,8.229037,4.270716,2.363848,0.530120,4.177889,4.475933,5.263245,5.682916,6.049348,7.960902,5077.922104,5015.162909,4975.292488,4952.341873,calls/second,milliseconds
1743185142,493881,8.513156,4.268229,2.645786,0.539787,4.189433,4.475846,5.106850,5.760861,6.470706,8.117369,5073.814654,5015.162909,4975.292488,4952.341873,calls/second,milliseconds
1743185143,498763,7.291080,4.111790,2.782554,0.453450,4.054890,4.304518,4.860549,5.402131,5.919005,6.997477,5071.622493,5015.162909,4975.292488,4952.341873,calls/second,milliseconds
1743185144,503658,8.800078,4.099967,2.307724,0.423400,4.071874,4.311345,4.689057,4.869718,5.025926,8.405170,5069.610696,5015.162909,4975.292488,4952.341873,calls/second,milliseconds
1743185145,508559,8.896818,4.099970,3.073961,0.483213,4.036038,4.295823,4.804014,5.197595,6.058351,7.987164,5067.630342,4994.905129,4971.763767,4951.286242,calls/second,milliseconds
1743185146,513300,6.787262,4.235637,2.658132,0.530980,4.146741,4.513652,5.243588,5.646378,5.878665,6.496277,5064.132955,4994.905129,4971.763767,4951.286242,calls/second,milliseconds
1743185147,518320,6.678839,3.992760,2.796273,0.431325,3.928362,4.208245,4.848751,5.137381,5.283003,5.935515,5063.567477,4994.905129,4971.763767,4951.286242,calls/second,milliseconds
1743185148,523589,7.279693,3.799590,2.881571,0.351907,3.771325,3.976726,4.355310,4.593180,4.840870,6.152709,5065.452238,4994.905129,4971.763767,4951.286242,calls/second,milliseconds
1743185149,528878,5.236294,3.793983,2.774294,0.296378,3.785637,3.963573,4.302200,4.501743,4.628651,5.144871,5067.359725,4994.905129,4971.763767,4951.286242,calls/second,milliseconds
1743185150,533830,9.469787,4.050267,2.897004,0.698828,3.892488,4.171424,5.395492,6.046153,6.916492,8.820684,5066.068628,4996.543808,4972.485011,4951.641442,calls/second,milliseconds
1743185151,539026,7.345160,3.853405,2.699237,0.392461,3.819649,4.041850,4.458526,4.778714,5.010831,6.916228,5067.221983,4996.543808,4972.485011,4951.641442,calls/second,milliseconds
1743185152,544166,8.163231,3.890329,2.437937,0.512442,3.814919,4.066777,4.624752,5.389193,6.280532,7.555724,5067.833045,4996.543808,4972.485011,4951.641442,calls/second,milliseconds
1743185153,549482,5.298414,3.773132,2.410148,0.313581,3.755540,3.959659,4.326684,4.499233,4.615772,5.022503,5069.929730,4996.543808,4972.485011,4951.641442,calls/second,milliseconds
1743185154,554767,5.727704,3.786110,2.341682,0.312069,3.759981,3.964576,4.338653,4.532960,4.631406,5.379318,5071.841552,4996.543808,4972.485011,4951.641442,calls/second,milliseconds
1743185155,560012,6.948527,3.812954,2.385883,0.357884,3.783802,3.992540,4.396149,4.686883,4.997997,6.282576,5073.343906,5015.018042,4976.701691,4953.170294,calls/second,milliseconds
1743185156,565219,7.535900,3.845306,2.583820,0.376830,3.813864,4.034003,4.451881,4.685474,4.996719,6.633568,5074.481291,5015.018042,4976.701691,4953.170294,calls/second,milliseconds
1743185157,570246,6.561339,3.987669,2.372293,0.496898,3.896197,4.186563,4.979520,5.452001,5.718458,6.148259,5073.867631,5015.018042,4976.701691,4953.170294,calls/second,milliseconds
1743185158,575139,8.921846,4.102424,2.775510,0.509651,4.039013,4.304106,4.773902,5.360007,6.258067,8.530351,5072.043032,5015.018042,4976.701691,4953.170294,calls/second,milliseconds
1743185159,580081,9.611676,4.047698,2.836482,0.535732,3.982479,4.230932,4.741213,5.118041,6.503721,8.865103,5070.837759,5015.018042,4976.701691,4953.170294,calls/second,milliseconds
1743185160,584735,11.527593,4.308182,2.869895,0.930735,4.057653,4.384922,6.154064,7.112394,7.946485,10.858047,5067.061598,5009.643584,4976.223988,4953.140542,calls/second,milliseconds
1743185161,589555,8.392929,4.167608,3.044454,0.524348,4.085599,4.366993,5.056511,5.714718,6.206382,7.437952,5064.707782,5009.643584,4976.223988,4953.140542,calls/second,milliseconds
1743185162,594451,8.324576,4.099417,2.191931,0.536638,4.026235,4.289011,4.898279,5.666289,6.639299,7.764964,5063.066421,5009.643584,4976.223988,4953.140542,calls/second,milliseconds
1743185163,599438,7.474983,4.028378,2.881592,0.449759,3.974879,4.208288,4.647482,5.070525,5.989601,7.318919,5062.202174,5009.643584,4976.223988,4953.140542,calls/second,milliseconds
1743185164,604499,6.669641,3.964245,2.277797,0.329082,3.946065,4.166512,4.516450,4.679317,4.798942,5.957753,5062.007540,5009.643584,4976.223988,4953.140542,calls/second,milliseconds
1743185165,609484,6.863958,4.031570,2.480229,0.396691,3.993770,4.229662,4.661220,5.029359,5.424243,6.646578,5061.127748,5003.499510,4975.506252,4953.027852,calls/second,milliseconds
1743185166,614471,6.250880,4.022175,2.745977,0.369474,3.997762,4.229734,4.666584,4.913929,5.071881,5.813449,5060.366937,5003.499510,4975.506252,4953.027852,calls/second,milliseconds
1743185167,619457,6.894089,4.031187,2.019344,0.408534,3.990344,4.218276,4.663973,5.064009,5.617849,6.573157,5059.506277,5003.499510,4975.506252,4953.027852,calls/second,milliseconds
1743185168,624488,7.423902,3.987593,2.329271,0.362021,3.966788,4.192463,4.586804,4.833572,4.998040,5.879916,5059.093468,5003.499510,4975.506252,4953.027852,calls/second,milliseconds
1743185169,629366,7.966626,4.115557,2.822015,0.593118,4.006399,4.287769,5.208969,6.118926,6.547207,7.683390,5057.420985,5003.499510,4975.506252,4953.027852,calls/second,milliseconds
1743185170,634060,9.430546,4.277272,2.909415,0.664115,4.146040,4.455105,5.444930,6.056490,6.759108,9.090732,5054.301807,4994.344635,4974.076430,4952.673128,calls/second,milliseconds
1743185171,638886,9.875921,4.159642,2.004026,0.659970,4.054088,4.335884,5.020835,6.179795,7.225339,9.628809,5052.291704,4994.344635,4974.076430,4952.673128,calls/second,milliseconds
1743185172,643798,10.004926,4.086349,2.952856,0.555402,4.003684,4.258932,4.819556,5.674926,6.714038,9.403241,5051.012107,4994.344635,4974.076430,4952.673128,calls/second,milliseconds
1743185173,648843,7.885127,3.981459,2.845287,0.434230,3.935428,4.159096,4.607243,5.158270,5.832280,6.921895,5050.748879,4994.344635,4974.076430,4952.673128,calls/second,milliseconds
1743185174,653883,6.376890,3.982127,2.798990,0.340567,3.962368,4.195766,4.565618,4.706472,4.834603,5.248886,5050.484514,4994.344635,4974.076430,4952.673128,calls/second,milliseconds
1743185175,658859,9.433532,4.035732,2.597597,0.488528,3.983779,4.228371,4.707802,5.137567,5.863268,8.545502,5049.716013,4989.743620,4973.460305,4952.585189,calls/second,milliseconds
1743185176,663834,6.711015,4.033061,2.570536,0.366530,4.005035,4.233834,4.649069,4.909363,5.123204,6.081988,5048.973748,4989.743620,4973.460305,4952.585189,calls/second,milliseconds
1743185177,668807,8.350439,4.042195,2.301754,0.493594,3.984517,4.224742,4.732879,5.322748,6.095814,8.081703,5048.192795,4989.743620,4973.460305,4952.585189,calls/second,milliseconds
1743185178,673833,6.236764,3.991190,2.241080,0.326080,3.983630,4.193135,4.541782,4.681925,4.772958,5.316957,5047.860332,4989.743620,4973.460305,4952.585189,calls/second,milliseconds
1743185179,678657,10.201057,4.160829,2.840014,0.743867,3.995195,4.286632,5.624263,6.418124,7.548154,9.410441,5045.994271,4989.743620,4973.460305,4952.585189,calls/second,milliseconds
1743185180,683527,10.716769,4.124140,2.967169,0.653291,4.014663,4.274844,5.176173,5.991849,6.865831,10.292493,5044.490864,4982.408205,4972.213056,4952.282779,calls/second,milliseconds
1743185181,688484,7.729798,4.053005,2.664924,0.497673,3.986725,4.241089,4.852629,5.548028,6.163286,7.258534,5043.621771,4982.408205,4972.213056,4952.282779,calls/second,milliseconds
1743185182,693366,7.851079,4.108012,2.955618,0.539130,4.027068,4.286252,4.867151,5.837896,6.741497,7.763068,5042.318445,4982.408205,4972.213056,4952.282779,calls/second,milliseconds
1743185183,698355,8.992993,4.027267,2.704390,0.515814,3.957188,4.215597,4.760944,5.361929,6.206355,8.440926,5041.732622,4982.408205,4972.213056,4952.282779,calls/second,milliseconds
1743185184,703356,6.329695,4.000966,1.872211,0.337634,3.992578,4.210753,4.552965,4.723383,4.849347,5.720617,5041.390240,4982.408205,4972.213056,4952.282779,calls/second,milliseconds
1743185185,708279,8.095259,4.070118,2.968359,0.444160,4.008225,4.267779,4.778550,5.150046,5.827004,7.295369,5040.433892,4978.889503,4971.654175,4952.205866,calls/second,milliseconds
1743185186,713296,6.981359,4.003118,2.770665,0.370501,3.975646,4.199858,4.607697,4.864227,5.040393,6.602006,5040.082549,4978.889503,4971.654175,4952.205866,calls/second,milliseconds
1743185187,718229,8.313885,4.053246,2.810755,0.448927,4.003821,4.246316,4.711157,5.043966,5.604559,7.549916,5039.285326,4978.889503,4971.654175,4952.205866,calls/second,milliseconds
1743185188,723178,6.588176,4.042944,2.921238,0.357424,4.015686,4.247168,4.674842,4.867557,4.989937,5.891704,5038.615607,4978.889503,4971.654175,4952.205866,calls/second,milliseconds
1743185189,727904,8.716361,4.230716,2.658206,0.716778,4.073383,4.388612,5.600830,6.507309,7.233830,8.343732,5036.409032,4978.889503,4971.654175,4952.205866,calls/second,milliseconds
1743185190,732775,9.567041,4.124357,1.485300,0.564424,4.045114,4.317110,4.925821,5.852503,6.488789,9.053245,5035.055413,4971.510442,4970.248353,4951.842399,calls/second,milliseconds
1743185191,737680,10.543288,4.096254,2.435665,0.535730,4.006243,4.270603,4.927169,5.759704,6.398817,8.507278,5033.991580,4971.510442,4970.248353,4951.842399,calls/second,milliseconds
1743185192,742588,9.525853,4.093136,2.970978,0.602157,3.998694,4.262682,4.868586,5.887117,6.726071,9.335692,5032.958273,4971.510442,4970.248353,4951.842399,calls/second,milliseconds
1743185193,747511,7.297155,4.078242,2.840401,0.426662,4.033801,4.274338,4.706158,5.051182,5.779003,6.906137,5032.037076,4971.510442,4970.248353,4951.842399,calls/second,milliseconds
1743185194,752537,5.898360,3.993848,2.552614,0.348242,3.971342,4.199945,4.588829,4.794017,4.972888,5.427963,5031.854156,4971.510442,4970.248353,4951.842399,calls/second,milliseconds
